-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2024 in LST
Location: Latitude  32.8998   Longitude -97.0403 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 183.52 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PS                    MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,T2M,WS2M,RH2M,PS,PRECTOTCORR
2023,5,3,16,388.27,336.85,27.0,2.34,41.72,99.05,0.0
2023,5,3,17,386.8,217.65,25.88,2.08,46.16,99.05,0.0
2023,5,3,18,382.83,62.65,23.32,1.57,60.49,99.04,0.0
2023,5,3,19,369.88,0.0,20.49,1.68,67.86,99.06,0.0
2023,5,3,20,371.38,0.0,19.75,1.86,68.12,99.08,0.0
2023,5,3,21,365.58,0.0,18.83,1.92,70.26,99.09,0.0
2023,5,3,22,362.12,0.0,18.13,1.98,72.64,99.06,0.0
2023,5,3,23,359.9,0.0,17.4,1.83,76.72,99.1,0.0
2023,5,4,0,352.0,0.0,16.85,1.74,80.6,99.12,0.0
2023,5,4,1,351.98,0.0,16.5,1.71,83.91,99.1,0.0
2023,5,4,2,365.02,0.0,16.18,1.62,87.32,99.07,0.0
2023,5,4,3,364.17,0.0,15.92,1.49,90.78,99.06,0.0
2023,5,4,4,366.75,0.0,15.85,1.46,94.06,99.05,1.36
2023,5,4,5,371.38,0.0,16.06,1.57,96.51,99.06,7.78
2023,5,4,6,379.58,42.95,17.36,2.13,94.85,99.11,0.43
2023,5,4,7,375.2,149.38,18.56,2.49,93.09,99.12,0.11
2023,5,4,8,377.48,287.45,20.89,2.76,84.44,99.13,0.27
2023,5,4,9,390.83,401.1,24.07,3.98,62.54,99.14,0.37
2023,5,4,10,392.88,604.03,25.66,4.93,49.91,99.13,0.2
2023,5,4,11,407.8,644.6,26.46,5.25,43.52,99.06,3.12
2023,5,4,12,408.45,731.12,26.88,5.44,40.92,99.0,23.83
2023,5,4,13,406.95,564.12,25.89,5.41,43.8,98.98,50.61
2023,5,4,14,417.1,281.88,24.25,5.02,51.48,98.92,25.63
2023,5,4,15,400.1,366.62,23.28,4.75,58.04,98.83,4.7
2023,5,4,16,411.73,202.62,22.74,4.57,63.09,98.75,0.78
2023,5,4,17,416.35,121.55,22.57,4.34,66.07,98.73,0.06
2023,5,4,18,400.92,32.92,21.81,3.13,71.91,98.75,0.01
2023,5,4,19,396.2,0.0,19.76,2.02,84.33,98.79,0.11
2023,5,4,20,393.65,0.0,19.81,2.67,86.74,98.82,0.45
2023,5,4,21,386.23,0.0,20.12,3.31,89.87,98.83,0.46
2023,5,4,22,371.2,0.0,20.0,3.23,95.07,98.81,0.32
2023,5,4,23,366.3,0.0,19.55,2.48,100.0,98.81,0.62
2023,5,5,0,367.58,0.0,19.35,2.23,100.0,98.8,1.04
2023,5,5,1,379.05,0.0,19.61,2.55,100.0,98.77,1.64
2023,5,5,2,379.48,0.0,19.77,2.76,100.0,98.74,1.66
2023,5,5,3,366.0,0.0,19.97,3.42,99.11,98.74,1.69
2023,5,5,4,364.95,0.0,20.08,3.55,97.84,98.73,1.95
2023,5,5,5,361.75,0.0,20.0,3.27,97.68,98.75,2.24
2023,5,5,6,365.38,105.72,20.63,3.34,96.34,98.77,0.82
2023,5,5,7,360.85,315.12,22.13,3.61,93.56,98.78,0.65
2023,5,5,8,371.7,529.5,24.75,4.25,84.27,98.78,0.57
2023,5,5,9,382.33,719.67,27.76,4.23,70.68,98.78,0.37
2023,5,5,10,388.42,870.45,30.14,3.89,60.86,98.78,0.26
2023,5,5,11,399.55,961.88,31.99,3.56,53.06,98.77,0.22
2023,5,5,12,404.12,970.33,33.34,3.38,47.62,98.74,0.2
2023,5,5,13,410.3,923.65,34.22,3.49,44.22,98.71,0.18
2023,5,5,14,406.2,830.35,34.56,3.77,42.82,98.68,0.23
2023,5,5,15,397.1,688.7,34.36,4.05,43.25,98.64,0.32
2023,5,5,16,399.1,460.17,33.5,4.3,46.21,98.62,0.56
2023,5,5,17,396.65,214.05,31.84,4.3,53.05,98.64,0.65
2023,5,5,18,389.27,63.5,29.36,3.84,64.03,98.67,0.82
2023,5,5,19,404.4,0.0,26.82,3.59,76.3,98.72,0.81
2023,5,5,20,398.58,0.0,25.63,3.8,83.89,98.77,0.98
2023,5,5,21,393.33,0.0,24.74,3.54,89.68,98.82,1.06
2023,5,5,22,389.05,0.0,24.17,3.32,93.17,98.83,1.0
2023,5,5,23,385.85,0.0,23.79,3.22,95.11,98.83,0.85
2023,5,6,0,377.08,0.0,23.38,3.11,96.91,98.85,0.66
2023,5,6,1,376.62,0.0,22.82,2.81,99.09,98.86,0.58
2023,5,6,2,356.65,0.0,22.04,2.36,100.0,98.87,0.47
2023,5,6,3,352.27,0.0,21.43,2.29,100.0,98.9,0.4
2023,5,6,4,352.02,0.0,21.06,2.36,100.0,98.93,0.4
2023,5,6,5,350.58,0.0,20.71,2.44,100.0,98.97,0.35
2023,5,6,6,356.85,99.65,21.62,3.21,95.73,99.03,1.54
2023,5,6,7,362.83,282.45,23.05,3.68,89.42,99.09,1.21
2023,5,6,8,373.3,491.6,25.34,4.28,75.08,99.14,1.04
2023,5,6,9,403.55,600.9,27.56,4.44,62.29,99.18,0.76
2023,5,6,10,422.67,619.7,28.76,4.12,58.25,99.18,0.86
2023,5,6,11,428.62,764.5,29.38,3.86,57.1,99.16,1.24
2023,5,6,12,408.1,894.97,30.06,3.71,55.96,99.12,1.49
2023,5,6,13,413.55,773.33,29.9,3.65,57.16,99.09,2.36
2023,5,6,14,401.5,752.12,29.34,3.65,60.42,99.06,3.54
2023,5,6,15,395.48,618.5,28.81,3.61,64.14,99.03,5.23
2023,5,6,16,418.98,340.5,28.22,3.36,68.39,99.01,6.63
2023,5,6,17,393.85,167.55,27.22,2.96,74.8,99.01,8.56
2023,5,6,18,389.23,54.17,25.86,2.91,82.18,99.04,11.32
2023,5,6,19,398.1,0.0,24.96,3.16,87.28,99.09,12.99
2023,5,6,20,396.9,0.0,24.66,3.55,89.5,99.13,14.06
2023,5,6,21,398.35,0.0,24.24,3.62,92.42,99.16,20.83
2023,5,6,22,387.08,0.0,23.85,3.71,94.99,99.18,27.25
2023,5,6,23,385.75,0.0,23.48,2.77,96.84,99.26,33.01
2023,5,7,0,404.75,0.0,22.86,1.66,98.1,99.29,48.35
2023,5,7,1,398.45,0.0,22.08,1.17,98.96,99.27,39.28
2023,5,7,2,384.85,0.0,21.3,1.09,99.04,99.21,21.32
2023,5,7,3,384.7,0.0,20.85,1.4,98.77,99.21,7.67
2023,5,7,4,385.4,0.0,20.74,2.32,97.89,99.26,3.28
2023,5,7,5,380.35,0.0,20.52,3.16,97.3,99.28,3.02
2023,5,7,6,399.73,50.92,20.79,3.61,96.55,99.3,0.18
2023,5,7,7,399.4,122.15,21.94,3.78,93.91,99.31,0.21
2023,5,7,8,410.65,227.25,23.72,4.52,84.92,99.34,0.29
2023,5,7,9,416.55,385.55,25.6,5.06,73.66,99.35,0.53
2023,5,7,10,427.83,386.92,26.54,5.09,70.16,99.34,0.72
2023,5,7,11,433.52,345.98,27.53,5.03,67.32,99.28,0.89
2023,5,7,12,435.77,452.75,28.28,5.04,65.29,99.22,0.94
2023,5,7,13,429.55,569.47,28.59,4.99,65.28,99.16,0.75
2023,5,7,14,426.02,563.9,28.63,4.79,66.36,99.09,0.77
2023,5,7,15,411.12,503.23,28.2,4.29,69.13,99.02,0.77
2023,5,7,16,400.3,337.2,27.56,3.48,73.01,98.99,0.87
2023,5,7,17,395.67,168.38,26.83,2.73,77.87,98.98,0.86
2023,5,7,18,384.73,54.03,25.54,2.21,84.66,98.99,0.78
2023,5,7,19,398.98,0.0,24.06,2.29,89.96,99.01,0.4
2023,5,7,20,395.85,0.0,23.69,3.01,90.47,99.05,0.45
2023,5,7,21,387.2,0.0,23.13,3.4,92.46,99.09,0.6
2023,5,7,22,386.08,0.0,22.53,3.55,95.21,99.1,0.79
2023,5,7,23,373.8,0.0,22.16,3.55,97.0,99.08,0.82
2023,5,8,0,385.05,0.0,22.06,3.51,97.27,99.04,0.66
2023,5,8,1,383.08,0.0,21.99,3.56,97.31,99.03,0.89
2023,5,8,2,381.5,0.0,21.92,3.61,97.18,99.01,1.27
2023,5,8,3,381.12,0.0,21.81,3.65,96.8,98.99,1.13
2023,5,8,4,394.12,0.0,21.49,3.51,97.0,98.98,1.01
2023,5,8,5,381.95,2.33,21.15,3.37,97.11,98.98,0.82
2023,5,8,6,380.83,73.07,21.44,3.42,95.25,99.02,1.08
2023,5,8,7,383.45,235.73,22.62,3.64,91.24,99.06,1.11
2023,5,8,8,393.95,390.08,24.3,3.93,82.03,99.11,1.14
2023,5,8,9,402.62,575.38,25.87,3.5,72.94,99.14,1.02
2023,5,8,10,408.58,731.15,27.0,3.05,68.55,99.14,0.96
2023,5,8,11,413.95,839.75,28.19,2.77,65.44,99.11,0.9
2023,5,8,12,412.88,911.05,29.22,2.79,63.19,99.05,1.02
2023,5,8,13,406.35,891.75,29.67,3.05,62.13,98.99,0.91
2023,5,8,14,396.12,820.03,29.47,3.29,62.97,98.93,0.89
2023,5,8,15,384.73,681.17,29.25,3.33,63.89,98.88,0.8
2023,5,8,16,383.23,489.33,28.78,3.18,66.19,98.87,0.75
2023,5,8,17,378.35,276.9,27.97,2.77,70.99,98.87,0.74
2023,5,8,18,372.88,86.97,26.47,2.33,78.12,98.89,0.67
2023,5,8,19,373.02,0.0,25.15,2.57,82.85,98.94,0.69
2023,5,8,20,371.8,0.0,24.67,3.01,85.25,98.99,0.57
2023,5,8,21,385.42,0.0,24.0,3.15,89.62,99.03,0.59
2023,5,8,22,367.88,0.0,23.34,3.22,93.99,99.06,0.71
2023,5,8,23,376.7,0.0,22.75,3.15,96.86,99.08,0.8
2023,5,9,0,379.67,0.0,22.24,2.99,97.76,99.08,0.71
2023,5,9,1,367.52,0.0,21.8,2.86,97.79,99.09,0.67
2023,5,9,2,364.4,0.0,21.28,2.56,98.21,99.12,0.59
2023,5,9,3,367.3,0.0,20.62,2.24,99.28,99.15,0.49
2023,5,9,4,365.12,0.0,19.91,1.96,100.0,99.19,0.35
2023,5,9,5,366.33,3.2,19.47,1.85,100.0,99.22,0.29
2023,5,9,6,386.4,72.6,20.39,2.62,94.99,99.26,0.07
2023,5,9,7,404.83,176.55,21.99,2.78,88.8,99.29,0.06
2023,5,9,8,410.58,309.88,24.3,3.01,75.28,99.31,0.08
2023,5,9,9,412.25,498.75,26.34,3.11,60.46,99.32,0.17
2023,5,9,10,409.15,661.88,27.91,3.2,53.92,99.3,0.15
2023,5,9,11,398.4,663.47,29.17,3.3,50.18,99.25,0.2
2023,5,9,12,407.35,733.12,29.96,3.57,48.17,99.18,0.26
2023,5,9,13,406.1,618.8,30.2,3.86,47.59,99.13,0.34
2023,5,9,14,403.7,450.48,29.82,3.99,48.69,99.08,0.42
2023,5,9,15,398.73,391.08,29.01,3.82,51.4,99.04,0.38
2023,5,9,16,399.33,251.62,28.03,3.39,55.72,99.03,0.3
2023,5,9,17,397.02,130.27,26.86,2.56,63.03,99.03,0.32
2023,5,9,18,396.02,40.45,25.16,1.46,75.87,99.05,0.35
2023,5,9,19,388.12,0.0,23.63,1.13,83.88,99.09,0.28
2023,5,9,20,385.08,0.0,23.06,1.02,86.85,99.13,0.1
2023,5,9,21,394.33,0.0,22.62,1.03,88.72,99.17,0.04
2023,5,9,22,386.48,0.0,22.27,1.09,90.12,99.19,0.18
2023,5,9,23,384.55,0.0,21.91,1.17,91.75,99.18,0.38
2023,5,10,0,387.83,0.0,21.61,1.19,93.43,99.16,0.39
2023,5,10,1,384.8,0.0,21.29,1.19,95.12,99.12,0.26
2023,5,10,2,379.17,0.0,20.96,1.19,96.91,99.08,0.11
2023,5,10,3,379.12,0.0,20.66,1.17,98.83,99.07,0.03
2023,5,10,4,385.85,0.0,20.38,1.08,100.0,99.05,0.01
2023,5,10,5,384.83,2.03,20.11,0.94,100.0,99.04,0.02
2023,5,10,6,395.55,45.42,20.8,0.88,98.05,99.07,0.32
2023,5,10,7,399.15,46.72,22.0,1.48,92.14,99.12,0.78
2023,5,10,8,399.23,134.65,22.93,1.44,86.05,99.16,0.98
2023,5,10,9,410.38,129.93,23.44,1.31,80.75,99.19,1.34
2023,5,10,10,413.25,218.1,23.74,1.39,76.75,99.19,2.36
2023,5,10,11,417.27,223.55,23.73,1.4,75.43,99.15,3.9
2023,5,10,12,415.25,209.4,23.86,1.25,74.53,99.08,5.85
2023,5,10,13,419.27,343.6,24.15,1.17,73.02,98.99,9.37
2023,5,10,14,414.38,331.8,24.13,1.29,73.0,98.93,14.87
2023,5,10,15,410.08,331.42,23.89,1.47,74.48,98.85,18.15
2023,5,10,16,401.55,261.6,23.47,1.74,77.66,98.81,17.82
2023,5,10,17,400.6,142.62,22.9,1.79,82.5,98.81,11.84
2023,5,10,18,405.4,41.33,22.02,1.45,89.28,98.81,4.58
2023,5,10,19,377.98,0.0,20.83,1.24,94.59,98.83,1.08
2023,5,10,20,365.77,0.0,20.31,1.34,96.25,98.85,0.26
2023,5,10,21,358.02,0.0,19.93,1.46,97.49,98.88,0.21
2023,5,10,22,358.98,0.0,19.58,1.45,98.39,98.87,0.24
2023,5,10,23,371.85,0.0,19.32,1.29,98.79,98.85,0.26
2023,5,11,0,375.92,0.0,19.11,1.08,99.08,98.83,0.28
2023,5,11,1,394.55,0.0,18.9,0.97,99.36,98.81,0.31
2023,5,11,2,402.95,0.0,18.68,0.95,99.62,98.78,0.34
2023,5,11,3,388.48,0.0,18.42,0.96,100.0,98.78,0.43
2023,5,11,4,390.8,0.0,18.24,0.97,100.0,98.8,0.45
2023,5,11,5,392.7,2.9,18.15,0.98,99.98,98.83,0.41
2023,5,11,6,396.9,39.3,19.68,1.8,95.47,98.87,0.1
2023,5,11,7,408.7,128.52,21.35,2.61,90.81,98.89,0.14
2023,5,11,8,403.62,308.4,23.71,3.59,80.75,98.88,0.33
2023,5,11,9,408.27,552.3,26.0,4.38,69.21,98.86,0.39
2023,5,11,10,412.02,684.3,27.5,4.82,63.85,98.82,0.38
2023,5,11,11,430.85,648.03,28.33,5.02,62.22,98.78,0.26
2023,5,11,12,437.38,652.15,29.12,5.07,60.98,98.72,0.28
2023,5,11,13,427.7,699.7,29.43,4.96,61.54,98.66,0.37
2023,5,11,14,411.83,684.33,29.12,4.78,64.35,98.62,0.43
2023,5,11,15,412.48,524.28,28.62,4.45,67.75,98.57,0.43
2023,5,11,16,406.58,359.0,28.31,4.27,70.62,98.54,0.46
2023,5,11,17,407.42,213.7,27.69,3.96,74.94,98.56,0.44
2023,5,11,18,399.85,74.32,26.65,3.68,80.97,98.59,0.49
2023,5,11,19,387.95,0.0,25.57,3.55,86.92,98.65,0.49
2023,5,11,20,385.85,0.0,24.99,3.87,89.93,98.71,0.52
2023,5,11,21,390.7,0.0,24.51,4.02,91.24,98.78,0.53
2023,5,11,22,389.7,0.0,23.99,4.11,91.8,98.79,0.53
2023,5,11,23,388.7,0.0,23.49,4.08,92.4,98.79,0.37
2023,5,12,0,385.45,0.0,23.07,3.93,93.4,98.79,0.4
2023,5,12,1,395.17,0.0,22.71,3.74,94.68,98.8,0.36
2023,5,12,2,394.42,0.0,22.47,3.56,95.56,98.81,0.38
2023,5,12,3,420.23,0.0,22.26,3.33,96.3,98.85,0.36
2023,5,12,4,403.52,0.0,22.12,3.23,96.65,98.89,0.32
2023,5,12,5,380.15,3.4,22.07,3.17,96.47,98.95,0.38
2023,5,12,6,368.73,88.9,22.54,3.38,94.27,99.01,1.79
2023,5,12,7,405.5,157.95,23.49,3.57,90.88,99.07,1.66
2023,5,12,8,426.88,264.75,24.85,4.19,84.58,99.09,1.58
2023,5,12,9,423.48,389.27,26.28,5.18,74.06,99.11,1.61
2023,5,12,10,441.5,508.0,27.52,5.39,67.07,99.11,1.59
2023,5,12,11,424.85,716.53,28.27,5.29,63.82,99.09,1.76
2023,5,12,12,414.9,767.8,28.76,5.12,62.62,99.08,1.37
2023,5,12,13,433.75,691.22,29.09,4.87,62.7,99.07,1.34
2023,5,12,14,429.98,573.1,29.25,4.61,63.81,99.05,1.49
2023,5,12,15,432.12,450.35,29.22,4.32,65.59,99.02,1.61
2023,5,12,16,427.73,328.65,28.77,3.88,69.43,99.0,2.2
2023,5,12,17,414.7,199.77,27.89,3.27,75.82,99.02,2.13
2023,5,12,18,390.8,63.0,26.76,2.78,83.08,99.06,1.88
2023,5,12,19,393.33,0.0,25.79,2.79,88.05,99.09,1.95
2023,5,12,20,398.85,0.0,25.39,2.96,90.01,99.13,2.54
2023,5,12,21,393.5,0.0,25.08,3.15,91.36,99.15,2.18
2023,5,12,22,395.42,0.0,24.76,3.32,92.2,99.12,2.62
2023,5,12,23,394.7,0.0,24.42,3.39,92.79,99.09,2.92
2023,5,13,0,394.33,0.0,23.9,3.06,94.44,99.12,2.88
2023,5,13,1,399.12,0.0,23.44,2.86,95.81,99.24,2.87
2023,5,13,2,387.92,0.0,23.08,2.31,96.61,99.32,3.79
2023,5,13,3,391.88,0.0,22.47,1.57,97.99,99.3,5.0
2023,5,13,4,388.77,0.0,21.91,1.28,99.33,99.26,3.07
2023,5,13,5,392.8,2.8,21.56,1.32,100.0,99.26,1.57
2023,5,13,6,400.0,46.0,22.35,1.88,97.15,99.31,1.42
2023,5,13,7,406.9,134.18,23.1,2.57,94.4,99.33,2.35
2023,5,13,8,405.8,265.2,24.02,3.03,89.04,99.32,4.58
2023,5,13,9,396.6,576.97,25.29,3.34,78.83,99.31,5.45
2023,5,13,10,396.95,728.92,26.85,3.56,68.43,99.31,5.46
2023,5,13,11,395.3,780.7,28.12,3.6,62.41,99.28,3.47
2023,5,13,12,400.67,645.45,28.73,3.5,60.1,99.26,3.38
2023,5,13,13,403.77,629.17,28.89,3.31,59.69,99.24,5.01
2023,5,13,14,411.92,471.25,28.76,2.99,60.22,99.23,6.66
2023,5,13,15,405.05,309.27,28.28,2.55,62.33,99.23,9.01
2023,5,13,16,410.7,186.25,27.66,2.04,65.61,99.26,11.04
2023,5,13,17,406.48,121.43,26.98,1.42,70.9,99.31,12.34
2023,5,13,18,407.67,47.1,25.88,0.88,78.64,99.35,14.01
2023,5,13,19,381.4,0.0,24.74,0.59,84.31,99.41,16.68
2023,5,13,20,391.6,0.0,24.49,0.53,82.16,99.47,18.52
2023,5,13,21,395.75,0.0,24.39,0.49,79.7,99.51,16.38
2023,5,13,22,397.5,0.0,23.63,0.68,83.96,99.5,13.41
2023,5,13,23,393.27,0.0,22.85,0.87,89.08,99.5,8.88
2023,5,14,0,391.1,0.0,22.31,1.12,92.06,99.51,6.68
2023,5,14,1,383.77,0.0,21.88,1.45,93.32,99.52,5.41
2023,5,14,2,384.52,0.0,21.42,1.7,94.84,99.55,5.97
2023,5,14,3,385.6,0.0,21.08,1.7,96.37,99.58,7.24
2023,5,14,4,383.6,0.0,20.84,1.64,97.32,99.61,8.25
2023,5,14,5,382.9,2.7,20.71,1.54,97.58,99.67,8.26
2023,5,14,6,389.62,59.4,21.4,2.04,96.36,99.73,3.66
2023,5,14,7,393.48,158.43,22.13,2.3,94.67,99.77,3.29
2023,5,14,8,410.0,246.85,23.11,2.35,89.99,99.78,3.3
2023,5,14,9,405.62,211.18,24.07,2.47,82.53,99.79,4.15
2023,5,14,10,412.88,332.23,25.17,2.43,74.97,99.8,4.99
2023,5,14,11,412.77,190.68,26.05,2.18,70.85,99.77,5.31
2023,5,14,12,414.33,199.95,25.95,1.68,71.57,99.72,6.48
2023,5,14,13,413.83,220.62,25.64,1.06,73.3,99.68,9.1
2023,5,14,14,410.23,255.8,25.0,0.43,76.69,99.62,15.06
2023,5,14,15,406.95,209.32,24.22,0.13,81.36,99.59,24.36
2023,5,14,16,395.02,281.35,23.74,0.53,84.65,99.58,27.64
2023,5,14,17,392.88,161.07,23.29,0.57,87.31,99.59,21.46
2023,5,14,18,391.75,68.2,22.66,0.53,92.22,99.62,14.06
2023,5,14,19,372.12,0.0,22.04,0.46,96.11,99.68,7.59
2023,5,14,20,372.55,0.0,21.66,0.57,96.98,99.75,3.66
2023,5,14,21,364.73,0.0,21.36,0.61,96.98,99.8,2.39
2023,5,14,22,360.9,0.0,21.18,0.51,95.94,99.81,1.75
2023,5,14,23,361.23,0.0,21.05,0.27,95.06,99.81,1.05
2023,5,15,0,361.95,0.0,20.85,0.1,95.51,99.79,0.54
2023,5,15,1,360.4,0.0,20.68,0.26,95.33,99.77,0.22
2023,5,15,2,367.8,0.0,20.44,0.5,95.69,99.75,0.1
2023,5,15,3,361.33,0.0,19.95,0.7,97.41,99.75,0.06
2023,5,15,4,356.33,0.0,19.54,0.89,98.78,99.78,0.05
2023,5,15,5,354.35,5.05,19.34,1.0,99.15,99.83,0.04
2023,5,15,6,352.92,118.6,20.7,1.74,95.99,99.9,0.9
2023,5,15,7,358.1,325.08,21.99,2.0,91.67,99.96,1.08
2023,5,15,8,368.58,536.78,23.86,1.91,81.14,100.0,0.82
2023,5,15,9,384.75,704.62,25.89,1.93,67.36,100.01,0.23
2023,5,15,10,410.77,759.9,27.37,1.79,59.9,100.0,1.4
2023,5,15,11,422.55,707.62,28.2,1.67,57.3,99.97,4.94
2023,5,15,12,433.65,720.12,28.6,1.76,56.65,99.92,9.07
2023,5,15,13,433.98,526.28,28.5,1.83,57.56,99.88,14.65
2023,5,15,14,430.0,436.58,28.36,1.88,59.19,99.83,17.05
2023,5,15,15,415.88,312.25,28.12,1.91,61.22,99.77,18.46
2023,5,15,16,414.67,219.2,27.45,1.65,66.7,99.74,17.69
2023,5,15,17,411.08,77.4,26.59,1.47,72.71,99.72,14.33
2023,5,15,18,410.95,26.38,25.22,0.95,83.71,99.73,9.92
2023,5,15,19,403.58,0.0,23.79,0.81,87.46,99.74,14.71
2023,5,15,20,400.65,0.0,23.26,0.77,88.56,99.76,13.99
2023,5,15,21,394.7,0.0,22.68,0.78,90.89,99.78,13.94
2023,5,15,22,388.38,0.0,22.09,1.12,92.9,99.78,13.09
2023,5,15,23,387.45,0.0,21.59,1.8,94.33,99.73,9.65
2023,5,16,0,390.33,0.0,21.1,2.46,96.03,99.68,5.22
2023,5,16,1,390.12,0.0,20.59,2.77,96.77,99.63,3.87
2023,5,16,2,383.55,0.0,19.91,2.87,96.84,99.6,4.66
2023,5,16,3,387.33,0.0,19.27,2.69,96.05,99.6,3.7
2023,5,16,4,386.23,0.0,18.75,2.36,95.43,99.6,1.84
2023,5,16,5,386.4,4.2,18.43,2.14,94.93,99.63,1.59
2023,5,16,6,387.2,77.35,18.82,2.53,92.69,99.67,1.14
2023,5,16,7,379.65,217.73,19.73,2.77,86.51,99.71,2.56
2023,5,16,8,381.25,406.1,21.13,3.03,75.64,99.71,3.84
2023,5,16,9,380.75,570.2,22.64,3.29,66.03,99.7,3.54
2023,5,16,10,387.77,683.47,23.93,3.44,60.79,99.65,1.55
2023,5,16,11,396.55,586.62,25.0,3.46,57.48,99.58,0.46
2023,5,16,12,400.62,545.92,25.67,3.4,55.48,99.5,0.48
2023,5,16,13,403.62,554.15,26.05,3.31,54.39,99.43,1.0
2023,5,16,14,405.55,480.6,26.04,3.15,54.28,99.35,1.29
2023,5,16,15,395.98,429.23,25.64,2.9,55.12,99.28,0.78
2023,5,16,16,392.58,296.77,25.29,2.65,55.9,99.22,0.36
2023,5,16,17,389.95,160.0,24.69,2.24,58.02,99.19,0.14
2023,5,16,18,393.62,51.38,23.43,1.31,68.07,99.18,0.06
2023,5,16,19,378.38,0.0,21.17,0.9,79.19,99.2,0.02
2023,5,16,20,370.77,0.0,20.33,0.94,79.42,99.25,0.01
2023,5,16,21,362.0,0.0,19.56,0.96,81.82,99.3,0.0
2023,5,16,22,354.1,0.0,18.76,0.99,85.07,99.31,0.0
2023,5,16,23,350.95,0.0,17.96,1.01,88.5,99.28,0.0
2023,5,17,0,348.3,0.0,17.24,1.03,91.62,99.24,0.0
2023,5,17,1,345.75,0.0,16.62,1.06,94.77,99.21,0.0
2023,5,17,2,343.85,0.0,16.06,1.06,98.55,99.2,0.0
2023,5,17,3,342.75,0.0,15.58,1.0,100.0,99.21,0.0
2023,5,17,4,340.17,0.0,15.25,0.94,100.0,99.25,0.06
2023,5,17,5,336.05,6.9,15.08,0.94,100.0,99.28,0.36
2023,5,17,6,341.95,134.73,17.37,1.62,93.78,99.3,0.0
2023,5,17,7,354.9,334.33,19.86,1.88,80.46,99.31,0.0
2023,5,17,8,362.9,550.92,21.96,1.91,70.81,99.28,0.0
2023,5,17,9,369.8,739.72,23.73,2.1,63.8,99.26,0.0
2023,5,17,10,372.88,881.6,25.25,2.36,58.04,99.23,0.0
2023,5,17,11,380.77,969.05,26.48,2.47,53.98,99.17,0.0
2023,5,17,12,382.25,991.78,27.45,2.43,51.04,99.09,0.0
2023,5,17,13,394.3,941.35,28.14,2.34,48.99,99.03,0.0
2023,5,17,14,388.73,854.47,28.52,2.23,47.81,98.96,0.0
2023,5,17,15,387.75,705.95,28.53,2.16,47.39,98.9,0.0
2023,5,17,16,385.4,518.05,28.14,1.98,48.05,98.87,0.0
2023,5,17,17,381.15,303.0,27.33,1.71,50.5,98.86,0.0
2023,5,17,18,378.23,111.28,25.56,1.17,63.03,98.87,0.0
2023,5,17,19,375.1,0.0,22.37,1.08,76.9,98.9,0.0
2023,5,17,20,370.58,0.0,21.2,1.28,78.59,98.95,0.0
2023,5,17,21,361.02,0.0,20.5,1.41,80.67,99.0,0.0
2023,5,17,22,368.05,0.0,19.94,1.48,83.39,99.02,0.0
2023,5,17,23,373.67,0.0,19.44,1.46,86.45,99.04,0.0
2023,5,18,0,348.98,0.0,18.94,1.36,89.62,99.04,0.0
2023,5,18,1,347.33,0.0,18.45,1.2,92.65,99.06,0.0
2023,5,18,2,344.85,0.0,18.01,1.0,95.19,99.08,0.0
2023,5,18,3,345.48,0.0,17.85,0.85,96.71,99.1,0.0
2023,5,18,4,346.08,0.0,17.8,0.73,97.8,99.12,0.0
2023,5,18,5,346.98,6.07,17.89,0.63,97.97,99.15,0.0
2023,5,18,6,352.15,112.28,19.29,0.84,92.31,99.2,0.02
2023,5,18,7,360.8,311.15,21.3,0.72,83.17,99.24,0.0
2023,5,18,8,383.0,502.27,23.78,0.55,69.96,99.25,0.0
2023,5,18,9,389.45,698.78,25.93,0.43,60.04,99.26,0.0
2023,5,18,10,390.45,853.7,27.74,0.6,54.56,99.25,0.08
2023,5,18,11,390.3,942.17,28.76,0.73,52.51,99.22,0.2
2023,5,18,12,395.58,971.08,29.18,0.78,52.16,99.17,0.28
2023,5,18,13,403.58,895.55,29.34,0.68,52.43,99.13,0.35
2023,5,18,14,400.25,807.28,29.21,0.58,53.34,99.09,0.36
2023,5,18,15,401.73,636.12,29.01,0.85,54.33,99.04,0.25
2023,5,18,16,401.23,412.62,28.69,1.15,56.21,99.04,0.15
2023,5,18,17,397.1,242.55,28.24,1.32,59.95,99.05,0.17
2023,5,18,18,387.7,80.18,26.57,1.05,72.9,99.06,0.3
2023,5,18,19,392.52,2.28,24.56,1.34,77.36,99.03,0.29
